,rate
2005-09-11,1.026252
2005-09-12,1.025873
2005-09-13,1.03569
2005-09-14,1.0350469999999998
2005-09-15,1.0350469999999998
2005-09-16,1.048944
2005-09-17,1.04665
2005-09-18,1.053652
2005-09-19,1.03436
2005-09-20,1.041439
2005-09-21,1.044147
2005-09-22,1.044147
2005-09-23,1.042209
2005-09-24,1.048229
2005-09-25,1.045992
2005-09-26,1.043972
2005-09-27,1.0574629999999998
2005-09-28,1.057899
2005-09-29,1.062157
2005-09-30,1.066974
2005-10-01,1.0740399999999999
2005-10-02,1.065644
2005-10-03,1.054741
2005-10-04,1.062643
2005-10-05,1.059648
2005-10-06,1.046047
2005-10-07,1.028045
2005-10-08,1.0338049999999999
2005-10-09,1.025147
2005-10-10,1.0364520000000002
2005-10-11,1.019202
2005-10-12,1.022809
2005-10-13,0.974944
2005-10-14,0.9814510000000001
2005-10-15,0.9727629999999999
2005-10-16,0.997506
2005-10-17,0.982029
2005-10-18,0.974184
2005-10-19,0.961169
2005-10-20,0.959601
2005-10-21,0.9702139999999999
2005-10-22,0.975657
2005-10-23,1.0
2005-10-24,0.995124
2005-10-25,1.019098
2005-10-26,1.014199
2005-10-27,1.02239
2005-10-28,1.0236459999999998
2005-10-29,1.022809
2005-10-30,1.03325
2005-10-31,1.044746
2005-11-01,1.034672
2005-11-02,1.07087
2005-11-03,1.058503
2005-11-04,1.032546
2005-11-05,1.032311
2005-11-06,1.0377969999999999
2005-11-07,1.034383
2005-11-08,1.033464
2005-11-09,1.0331219999999999
2005-11-10,1.020794
2005-11-11,1.013818
2005-11-12,1.028807
2005-11-13,1.018849
2005-11-14,1.013644
2005-11-15,1.013644
2005-11-16,1.005399
2005-11-17,1.003452
2005-11-18,1.0014020000000001
2005-11-19,0.983574
2005-11-20,0.982994
2005-11-21,0.9688040000000001
2005-11-22,0.973331
2005-11-23,0.973331
2005-11-24,0.9920629999999999
2005-11-25,1.001603
2005-11-26,1.024548
2005-11-27,1.022349
2005-11-28,1.021899
2005-11-29,1.029962
2005-11-30,1.021503
2005-12-01,1.018641
2005-12-02,1.018807
2005-12-03,1.01915
2005-12-04,1.02215
2005-12-05,1.0058340000000001
2005-12-06,1.009296
2005-12-07,0.990884
2005-12-08,0.9945299999999999
2005-12-09,0.997506
2005-12-10,0.9914729999999999
2005-12-11,1.006999
2005-12-12,1.006451
2005-12-13,1.014055
2005-12-14,1.014961
2005-12-15,1.016043
2005-12-16,1.015692
2005-12-17,1.009296
2005-12-18,1.010795
2005-12-19,1.025347
2005-12-20,1.020752
2005-12-21,1.020752
2005-12-22,1.022098
2005-12-23,1.037463
2005-12-24,1.023447
2005-12-25,1.0235
2005-12-26,1.021649
2005-12-27,1.0326520000000001
2005-12-28,1.029506
2005-12-29,1.030949
2005-12-30,1.029569
2005-12-31,1.030758
2006-01-01,1.039501
2006-01-02,1.046343
2006-01-03,1.053541
2006-01-04,1.046901
2006-01-05,1.047603
2006-01-06,1.065099
2006-01-07,1.064339
2006-01-08,1.0583799999999999
2006-01-09,1.0593
2006-01-10,1.073065
2006-01-11,1.071501
2006-01-12,1.0766229999999999
2006-01-13,1.076195
2006-01-14,1.073353
2006-01-15,1.079564
2006-01-16,1.078481
2006-01-17,1.08045
2006-01-18,1.067236
2006-01-19,1.067395
2006-01-20,1.074345
2006-01-21,1.069301
2006-01-22,1.0740450000000001
2006-01-23,1.074552
2006-01-24,1.069244
2006-01-25,1.075998
2006-01-26,1.069336
2006-01-27,1.0624959999999999
2006-01-28,1.0685930000000001
2006-01-29,1.0706639999999998
2006-01-30,1.069496
2006-01-31,1.07631
2006-02-01,1.0763340000000001
2006-02-02,1.077935
2006-02-03,1.080287
2006-02-04,1.073952
2006-02-05,1.073295
2006-02-06,1.067236
2006-02-07,1.0542850000000001
2006-02-08,1.0582790000000002
2006-02-09,1.061391
2006-02-10,1.058941
2006-02-11,1.055487
2006-02-12,1.057899
2006-02-13,1.04835
2006-02-14,1.053574
2006-02-15,1.0459379999999998
2006-02-16,1.054741
2006-02-17,1.0589520000000001
2006-02-18,1.059401
2006-02-19,1.059547
2006-02-20,1.060648
2006-02-21,1.0484930000000001
2006-02-22,1.04455
2006-02-23,1.038465
2006-02-24,1.0449979999999999
2006-02-25,1.046397
2006-02-26,1.046594
2006-02-27,1.051348
2006-02-28,1.048669
2006-03-01,1.036764
2006-03-02,1.033944
2006-03-03,1.038044
2006-03-04,1.034704
2006-03-05,1.043242
2006-03-06,1.036957
2006-03-07,1.0259989999999999
2006-03-08,1.030195
2006-03-09,1.031151
2006-03-10,1.029898
2006-03-11,1.029898
2006-03-12,1.031981
2006-03-13,1.0268629999999999
2006-03-14,1.031353
2006-03-15,1.043787
2006-03-16,1.037312
2006-03-17,1.037291
2006-03-18,1.0376459999999998
2006-03-19,1.0371290000000002
2006-03-20,1.040702
2006-03-21,1.035165
2006-03-22,1.0326950000000001
2006-03-23,1.037344
2006-03-24,1.0285
2006-03-25,1.0339120000000002
2006-03-26,1.038551
2006-03-27,1.047153
2006-03-28,1.0416450000000002
2006-03-29,1.0336450000000001
2006-03-30,1.031449
2006-03-31,1.024601
2006-04-01,1.018641
2006-04-02,1.01805
2006-04-03,1.0211270000000001
2006-04-04,1.012494
2006-04-05,1.008258
2006-04-06,1.010938
2006-04-07,1.003915
2006-04-08,0.998901
2006-04-09,0.995818
2006-04-10,0.99167
2006-04-11,0.994233
2006-04-12,0.982029
2006-04-13,0.984349
2006-04-14,0.984349
2006-04-15,0.986875
2006-04-16,0.9844459999999999
2006-04-17,0.972668
2006-04-18,0.972384
2006-04-19,0.9778040000000001
2006-04-20,0.9763719999999999
2006-04-21,0.9845430000000001
2006-04-22,0.9822219999999999
2006-04-23,0.9732360000000001
2006-04-24,0.973141
2006-04-25,0.9676799999999999
2006-04-26,0.970591
2006-04-27,0.970874
2006-04-28,0.9727629999999999
2006-04-29,0.990491
2006-04-30,0.993345
2006-05-01,0.9886309999999999
2006-05-02,0.990933
2006-05-03,0.9927530000000001
2006-05-04,0.998403
2006-05-05,0.997705
2006-05-06,1.005955
2006-05-07,1.011644
2006-05-08,1.019399
2006-05-09,1.01915
2006-05-10,1.005662
2006-05-11,1.00634
2006-05-12,1.006401
2006-05-13,1.006644
2006-05-14,0.999151
2006-05-15,1.0057530000000001
2006-05-16,1.006857
2006-05-17,1.00065
2006-05-18,1.024233
2006-05-19,1.023898
2006-05-20,1.024149
2006-05-21,1.0242959999999999
2006-05-22,1.028352
2006-05-23,1.0278969999999998
2006-05-24,1.029431
2006-05-25,1.01916
2006-05-26,1.021096
2006-05-27,1.019742
2006-05-28,1.021221
2006-05-29,1.0259459999999998
2006-05-30,1.013541
2006-05-31,1.022537
2006-06-01,1.0236040000000002
2006-06-02,1.0301420000000001
2006-06-03,1.035626
2006-06-04,1.041764
2006-06-05,1.0367309999999998
2006-06-06,1.03799
2006-06-07,1.037947
2006-06-08,1.026694
2006-06-09,1.022735
2006-06-10,1.0318
2006-06-11,1.039242
2006-06-12,1.046704
2006-06-13,1.048944
2006-06-14,1.051834
2006-06-15,1.052532
2006-06-16,1.044965
2006-06-17,1.055153
2006-06-18,1.0568030000000002
2006-06-19,1.0568030000000002
2006-06-20,1.057641
2006-06-21,1.0561450000000001
2006-06-22,1.056535
2006-06-23,1.056948
2006-06-24,1.056368
2006-06-25,1.050873
2006-06-26,1.049748
2006-06-27,1.0500450000000001
2006-06-28,1.051735
2006-06-29,1.042546
2006-06-30,1.0421989999999999
2006-07-01,1.0421989999999999
2006-07-02,1.044899
2006-07-03,1.0486469999999999
2006-07-04,1.043656
2006-07-05,1.044605
2006-07-06,1.0418290000000001
2006-07-07,1.038206
2006-07-08,1.037549
2006-07-09,1.036592
2006-07-10,1.029039
2006-07-11,1.032748
2006-07-12,1.032493
2006-07-13,1.025115
2006-07-14,1.022171
2006-07-15,1.018558
2006-07-16,1.029548
2006-07-17,1.039242
2006-07-18,1.0350469999999998
2006-07-19,1.0445389999999999
2006-07-20,1.045741
2006-07-21,1.053408
2006-07-22,1.0561
2006-07-23,1.046244
2006-07-24,1.044452
2006-07-25,1.047779
2006-07-26,1.041547
2006-07-27,1.046452
2006-07-28,1.041049
2006-07-29,1.041916
2006-07-30,1.036055
2006-07-31,1.0454459999999999
2006-08-01,1.038637
2006-08-02,1.037549
2006-08-03,1.0267469999999999
2006-08-04,1.0211379999999999
2006-08-05,1.026905
2006-08-06,1.019555
2006-08-07,1.017801
2006-08-08,1.0212629999999998
2006-08-09,1.019441
2006-08-10,1.02262
2006-08-11,1.027591
2006-08-12,1.022349
2006-08-13,1.023395
2006-08-14,1.023552
2006-08-15,1.025347
2006-08-16,1.026905
2006-08-17,1.037344
2006-08-18,1.038875
2006-08-19,1.0328549999999999
2006-08-20,1.033293
2006-08-21,1.0318
2006-08-22,1.0255459999999998
2006-08-23,1.03465
2006-08-24,1.035411
2006-08-25,1.035025
2006-08-26,1.033293
2006-08-27,1.036549
2006-08-28,1.037517
2006-08-29,1.039933
2006-08-30,1.036807
2006-08-31,1.033592
2006-09-01,1.036592
2006-09-02,1.043841
2006-09-03,1.040745
2006-09-04,1.0427309999999999
2006-09-05,1.039199
2006-09-06,1.038551
2006-09-07,1.04234
2006-09-08,1.043406
2006-09-09,1.039447
2006-09-10,1.031342
2006-09-11,1.030673
2006-09-12,1.034351
2006-09-13,1.0403879999999999
2006-09-14,1.038044
2006-09-15,1.0341799999999999
2006-09-16,1.038206
2006-09-17,1.044845
2006-09-18,1.046249
2006-09-19,1.044768
2006-09-20,1.0456860000000001
2006-09-21,1.046693
2006-09-22,1.042601
2006-09-23,1.042459
2006-09-24,1.042802
2006-09-25,1.0436020000000001
2006-09-26,1.042872
2006-09-27,1.047943
2006-09-28,1.045467
2006-09-29,1.049395
2006-09-30,1.0486520000000001
2006-10-01,1.048801
2006-10-02,1.048801
2006-10-03,1.0492299999999999
2006-10-04,1.052028
2006-10-05,1.053058
2006-10-06,1.0548469999999999
2006-10-07,1.056301
2006-10-08,1.055749
2006-10-09,1.054735
2006-10-10,1.053025
2006-10-11,1.0495709999999998
2006-10-12,1.047663
2006-10-13,1.0418399999999999
2006-10-14,1.04035
2006-10-15,1.03685
2006-10-16,1.036602
2006-10-17,1.034741
2006-10-18,1.036044
2006-10-19,1.038152
2006-10-20,1.036801
2006-10-21,1.03895
2006-10-22,1.039501
2006-10-23,1.049296
2006-10-24,1.051431
2006-10-25,1.0455379999999999
2006-10-26,1.048196
2006-10-27,1.0483
2006-10-28,1.048141
2006-10-29,1.0486469999999999
2006-10-30,1.051668
2006-10-31,1.0573
2006-11-01,1.054241
2006-11-02,1.053497
2006-11-03,1.053497
2006-11-04,1.056067
2006-11-05,1.0562
2006-11-06,1.05605
2006-11-07,1.053769
2006-11-08,1.0493620000000001
2006-11-09,1.050801
2006-11-10,1.050801
2006-11-11,1.051353
2006-11-12,1.055554
2006-11-13,1.0551469999999998
2006-11-14,1.0465010000000001
2006-11-15,1.042063
2006-11-16,1.0424
2006-11-17,1.04215
2006-11-18,1.0401610000000001
2006-11-19,1.046507
2006-11-20,1.042449
2006-11-21,1.0427309999999999
2006-11-22,1.041536
2006-11-23,1.040101
2006-11-24,1.040599
2006-11-25,1.042503
2006-11-26,1.038707
2006-11-27,1.032002
2006-11-28,1.028542
2006-11-29,1.031662
2006-11-30,1.0318479999999999
2006-12-01,1.0318479999999999
2006-12-02,1.028627
2006-12-03,1.03105
2006-12-04,1.034244
2006-12-05,1.0350840000000001
2006-12-06,1.030174
2006-12-07,1.0299989999999999
2006-12-08,1.0299989999999999
2006-12-09,1.029601
2006-12-10,1.0350469999999998
2006-12-11,1.028373
2006-12-12,1.025336
2006-12-13,1.031151
2006-12-14,1.032098
2006-12-15,1.033053
2006-12-16,1.028748
2006-12-17,1.0205440000000001
2006-12-18,1.020127
2006-12-19,1.024102
2006-12-20,1.0207
2006-12-21,1.0207
2006-12-22,1.016167
2006-12-23,1.023667
2006-12-24,1.025452
2006-12-25,1.0263520000000002
2006-12-26,1.022098
2006-12-27,1.0234
2006-12-28,1.023898
2006-12-29,1.026267
2006-12-30,1.0319120000000002
2006-12-31,1.030641
2007-01-01,1.039652
2007-01-02,1.040399
2007-01-03,1.040897
2007-01-04,1.041303
2007-01-05,1.039933
2007-01-06,1.036549
2007-01-07,1.039393
2007-01-08,1.043776
2007-01-09,1.044403
2007-01-10,1.044299
2007-01-11,1.044299
2007-01-12,1.0449979999999999
2007-01-13,1.047554
2007-01-14,1.04383
2007-01-15,1.0412709999999998
2007-01-16,1.04094
2007-01-17,1.041499
2007-01-18,1.041499
2007-01-19,1.042949
2007-01-20,1.045402
2007-01-21,1.0478610000000002
2007-01-22,1.040031
2007-01-23,1.038346
2007-01-24,1.042753
2007-01-25,1.0375969999999999
2007-01-26,1.039679
2007-01-27,1.049164
2007-01-28,1.053707
2007-01-29,1.054902
2007-01-30,1.050547
2007-01-31,1.050001
2007-02-01,1.0509
2007-02-02,1.0376459999999998
2007-02-03,1.039301
2007-02-04,1.029898
2007-02-05,1.030137
2007-02-06,1.029484
2007-02-07,1.0294
2007-02-08,1.027802
2007-02-09,1.0255459999999998
2007-02-10,1.025452
2007-02-11,1.0263879999999999
2007-02-12,1.0313
2007-02-13,1.028468
2007-02-14,1.02805
2007-02-15,1.02805
2007-02-16,1.035299
2007-02-17,1.036001
2007-02-18,1.028849
2007-02-19,1.025925
2007-02-20,1.031199
2007-02-21,1.032002
2007-02-22,1.026252
2007-02-23,1.0247110000000001
2007-02-24,1.01775
2007-02-25,1.0181799999999999
2007-02-26,1.017636
2007-02-27,1.0021950000000002
2007-02-28,1.001101
2007-03-01,1.001101
2007-03-02,0.994382
2007-03-03,0.9894620000000001
2007-03-04,0.9877520000000001
2007-03-05,0.9843
2007-03-06,0.974042
2007-03-07,0.9728100000000001
2007-03-08,0.9728100000000001
2007-03-09,0.9813059999999999
2007-03-10,0.981884
2007-03-11,0.9694149999999999
2007-03-12,0.974469
2007-03-13,0.964041
2007-03-14,0.964785
2007-03-15,0.967492
2007-03-16,0.963066
2007-03-17,0.963577
2007-03-18,0.962881
2007-03-19,0.9669780000000001
2007-03-20,0.9597389999999999
2007-03-21,0.978809
2007-03-22,0.9618620000000001
2007-03-23,0.953334
2007-03-24,0.959923
2007-03-25,0.948092
2007-03-26,0.9494870000000001
2007-03-27,0.9500290000000001
2007-03-28,0.9466469999999999
2007-03-29,0.9418860000000001
2007-03-30,0.950074
2007-03-31,0.960108
2007-04-01,0.9588190000000001
2007-04-02,0.956892
2007-04-03,0.956892
2007-04-04,0.9539709999999999
2007-04-05,0.9495319999999999
2007-04-06,0.95388
2007-04-07,0.919794
2007-04-08,0.922765
2007-04-09,0.9266979999999999
2007-04-10,0.9266549999999999
2007-04-11,0.926741
2007-04-12,0.9280309999999999
2007-04-13,0.913826
2007-04-14,0.913993
2007-04-15,0.9142440000000001
2007-04-16,0.9234040000000001
2007-04-17,0.914119
2007-04-18,0.9071530000000001
2007-04-19,0.915961
2007-04-20,0.90551
2007-04-21,0.906906
2007-04-22,0.906906
2007-04-23,0.912492
2007-04-24,0.917473
2007-04-25,0.914955
2007-04-26,0.913784
2007-04-27,0.9051
2007-04-28,0.9048950000000001
2007-04-29,0.9048950000000001
2007-04-30,0.908884
2007-05-01,0.9237879999999999
2007-05-02,0.923233
2007-05-03,0.916842
2007-05-04,0.9194129999999999
2007-05-05,0.9173889999999999
2007-05-06,0.918991
2007-05-07,0.9254549999999999
2007-05-08,0.9285909999999999
2007-05-09,0.9149129999999999
2007-05-10,0.922637
2007-05-11,0.925369
2007-05-12,0.9263120000000001
2007-05-13,0.9263120000000001
2007-05-14,0.919118
2007-05-15,0.905518
2007-05-16,0.8965799999999999
2007-05-17,0.8938950000000001
2007-05-18,0.8915040000000001
2007-05-19,0.890591
2007-05-20,0.890591
2007-05-21,0.890948
2007-05-22,0.898957
2007-05-23,0.900293
2007-05-24,0.9117850000000001
2007-05-25,0.919667
2007-05-26,0.919033
2007-05-27,0.919033
2007-05-28,0.9152899999999999
2007-05-29,0.9092979999999999
2007-05-30,0.9132
2007-05-31,0.913034
2007-06-01,0.917557
2007-06-02,0.918358
2007-06-03,0.918358
2007-06-04,0.912284
2007-06-05,0.908637
2007-06-06,0.9032610000000001
2007-06-07,0.9027719999999999
2007-06-08,0.9031379999999999
2007-06-09,0.902731
2007-06-10,0.903424
2007-06-11,0.9021610000000001
2007-06-12,0.89674
2007-06-13,0.894374
2007-06-14,0.892977
2007-06-15,0.890234
2007-06-16,0.890076
2007-06-17,0.890036
2007-06-18,0.8977870000000001
2007-06-19,0.9047729999999999
2007-06-20,0.9168
2007-06-21,0.911993
2007-06-22,0.9194979999999999
2007-06-23,0.918949
2007-06-24,0.918949
2007-06-25,0.923702
2007-06-26,0.930795
2007-06-27,0.93314
2007-06-28,0.9263979999999999
2007-06-29,0.9248129999999999
2007-06-30,0.924599
2007-07-01,0.924599
2007-07-02,0.93214
2007-07-03,0.9354540000000001
2007-07-04,0.937207
2007-07-05,0.9433520000000001
2007-07-06,0.9415309999999999
2007-07-07,0.939408
2007-07-08,0.939408
2007-07-09,0.944153
2007-07-10,0.9405129999999999
2007-07-11,0.9365049999999999
2007-07-12,0.934536
2007-07-13,0.932184
2007-07-14,0.9314889999999999
2007-07-15,0.931793
2007-07-16,0.9334889999999999
2007-07-17,0.939276
2007-07-18,0.937075
2007-07-19,0.9405129999999999
2007-07-20,0.943174
2007-07-21,0.9430850000000001
2007-07-22,0.9433520000000001
2007-07-23,0.943886
2007-07-24,0.943174
2007-07-25,0.942818
2007-07-26,0.9463870000000001
2007-07-27,0.946925
2007-07-28,0.946701
2007-07-29,0.946701
2007-07-30,0.9479120000000001
2007-07-31,0.9523360000000001
2007-08-01,0.953652
2007-08-02,0.9639479999999999
2007-08-03,0.967024
2007-08-04,0.9672120000000001
2007-08-05,0.9675860000000001
2007-08-06,0.9659969999999999
2007-08-07,0.970591
2007-08-08,0.961908
2007-08-09,0.9609840000000001
2007-08-10,0.957717
2007-08-11,0.9585889999999999
2007-08-12,0.958543
2007-08-13,0.9575790000000001
2007-08-14,0.9484520000000001
2007-08-15,0.9494870000000001
2007-08-16,0.945716
2007-08-17,0.9440200000000001
2007-08-18,0.9437969999999999
2007-08-19,0.9431290000000001
2007-08-20,0.9507959999999999
2007-08-21,0.948902
2007-08-22,0.951973
2007-08-23,0.9469700000000001
2007-08-24,0.938218
2007-08-25,0.9381299999999999
2007-08-26,0.9381299999999999
2007-08-27,0.935366
2007-08-28,0.9299299999999999
2007-08-29,0.9326180000000001
2007-08-30,0.932053
2007-08-31,0.936154
2007-09-01,0.9372510000000001
2007-09-02,0.9369879999999999
2007-09-03,0.9397610000000001
2007-09-04,0.9413090000000001
2007-09-05,0.937119
2007-09-06,0.9247270000000001
2007-09-07,0.91617
2007-09-08,0.9173889999999999
2007-09-09,0.914997
2007-09-10,0.914746
2007-09-11,0.912201
2007-09-12,0.9076059999999999
2007-09-13,0.909215
2007-09-14,0.912284
2007-09-15,0.9110790000000001
2007-09-16,0.9110790000000001
2007-09-17,0.910208
2007-09-18,0.912409
2007-09-19,0.901307
2007-09-20,0.907112
2007-09-21,0.909711
2007-09-22,0.910208
2007-09-23,0.910208
2007-09-24,0.9085290000000001
2007-09-25,0.9152899999999999
2007-09-26,0.906495
2007-09-27,0.8925379999999999
2007-09-28,0.895817
2007-09-29,0.896338
2007-09-30,0.896338
2007-10-01,0.8967
2007-10-02,0.8899959999999999
2007-10-03,0.888178
2007-10-04,0.8861709999999999
2007-10-05,0.8919809999999999
2007-10-06,0.892618
2007-10-07,0.892618
2007-10-08,0.8936950000000001
2007-10-09,0.8921
2007-10-10,0.892299
2007-10-11,0.8884549999999999
2007-10-12,0.8884549999999999
2007-10-13,0.886525
2007-10-14,0.886525
2007-10-15,0.891941
2007-10-16,0.893136
2007-10-17,0.8913049999999999
2007-10-18,0.892339
2007-10-19,0.8977870000000001
2007-10-20,0.893855
2007-10-21,0.893855
2007-10-22,0.8954559999999999
2007-10-23,0.8919809999999999
2007-10-24,0.890908
2007-10-25,0.888573
2007-10-26,0.8980290000000001
2007-10-27,0.891782
2007-10-28,0.899726
2007-10-29,0.9051
2007-10-30,0.897666
2007-10-31,0.892459
2007-11-01,0.880165
2007-11-02,0.8781559999999999
2007-11-03,0.87831
2007-11-04,0.87831
2007-11-05,0.879933
2007-11-06,0.8803979999999999
2007-11-07,0.884408
2007-11-08,0.877193
2007-11-09,0.8710040000000001
2007-11-10,0.868395
2007-11-11,0.87108
2007-11-12,0.873439
2007-11-13,0.876808
2007-11-14,0.8762549999999999
2007-11-15,0.8769239999999999
2007-11-16,0.8734770000000001
2007-11-17,0.875503
2007-11-18,0.8751200000000001
2007-11-19,0.877925
2007-11-20,0.893336
2007-11-21,0.891107
2007-11-22,0.8966200000000001
2007-11-23,0.895817
2007-11-24,0.8956959999999999
2007-11-25,0.8956959999999999
2007-11-26,0.894174
2007-11-27,0.904364
2007-11-28,0.9028120000000001
2007-11-29,0.897747
2007-11-30,0.90212
2007-12-01,0.9036690000000001
2007-12-02,0.9036690000000001
2007-12-03,0.9032040000000001
2007-12-04,0.90371
2007-12-05,0.9031379999999999
2007-12-06,0.8983110000000001
2007-12-07,0.8959370000000001
2007-12-08,0.897706
2007-12-09,0.897706
2007-12-10,0.9040370000000001
2007-12-11,0.9026489999999999
2007-12-12,0.8957360000000001
2007-12-13,0.8956959999999999
2007-12-14,0.8936950000000001
2007-12-15,0.8928969999999999
2007-12-16,0.8928969999999999
2007-12-17,0.892698
2007-12-18,0.8938149999999999
2007-12-19,0.8981899999999999
2007-12-20,0.9092979999999999
2007-12-21,0.907359
2007-12-22,0.9069879999999999
2007-12-23,0.906906
2007-12-24,0.9020790000000001
2007-12-25,0.900584
2007-12-26,0.897908
2007-12-27,0.904691
2007-12-28,0.9035059999999999
2007-12-29,0.903098
2007-12-30,0.903098
2007-12-31,0.9091319999999999
2008-01-01,0.913159
2008-01-02,0.911868
2008-01-03,0.9047729999999999
2008-01-04,0.9091739999999999
2008-01-05,0.908306
2008-01-06,0.908306
2008-01-07,0.9117850000000001
2008-01-08,0.9150389999999999
2008-01-09,0.9223819999999999
2008-01-10,0.9254120000000001
2008-01-11,0.9241290000000001
2008-01-12,0.9246840000000001
2008-01-13,0.9246840000000001
2008-01-14,0.9268700000000001
2008-01-15,0.9246840000000001
2008-01-16,0.923916
2008-01-17,0.922084
2008-01-18,0.9285049999999999
2008-01-19,0.928376
2008-01-20,0.9294110000000001
2008-01-21,0.926055
2008-01-22,0.9358040000000001
2008-01-23,0.9349729999999999
2008-01-24,0.9421959999999999
2008-01-25,0.939673
2008-01-26,0.9394520000000001
2008-01-27,0.9394959999999999
2008-01-28,0.9415309999999999
2008-01-29,0.9348850000000001
2008-01-30,0.9377340000000001
2008-01-31,0.933358
2008-02-01,0.933315
2008-02-02,0.9327489999999999
2008-02-03,0.9328790000000001
2008-02-04,0.9335760000000001
2008-02-05,0.936549
2008-02-06,0.92829
2008-02-07,0.925583
2008-02-08,0.926784
2008-02-09,0.9268700000000001
2008-02-10,0.9268700000000001
2008-02-11,0.9248129999999999
2008-02-12,0.926999
2008-02-13,0.927601
2008-02-14,0.9274290000000001
2008-02-15,0.9263979999999999
2008-02-16,1.07776
2008-02-17,0.927687
2008-02-18,0.927558
2008-02-19,0.936373
2008-02-20,0.9342299999999999
2008-02-21,0.9385709999999999
2008-02-22,0.935673
2008-02-23,0.9365049999999999
2008-02-24,0.9365049999999999
2008-02-25,0.9364610000000001
2008-02-26,0.9349290000000001
2008-02-27,0.9381299999999999
2008-02-28,0.934667
2008-02-29,0.936593
2008-03-01,0.9363299999999999
2008-03-02,0.9363299999999999
2008-03-03,0.9335319999999999
2008-03-04,0.9246840000000001
2008-03-05,0.921999
2008-03-06,0.9218290000000001
2008-03-07,0.923745
2008-03-08,0.923105
2008-03-09,0.923063
2008-03-10,0.9241719999999999
2008-03-11,0.92366
2008-03-12,0.922424
2008-03-13,0.9287639999999999
2008-03-14,0.930536
2008-03-15,0.930622
2008-03-16,0.930622
2008-03-17,0.9245129999999999
2008-03-18,0.925369
2008-03-19,0.927171
2008-03-20,0.93301
2008-03-21,0.9334889999999999
2008-03-22,0.9332280000000001
2008-03-23,0.9332280000000001
2008-03-24,0.9349729999999999
2008-03-25,0.936417
2008-03-26,0.9384819999999999
2008-03-27,0.9421959999999999
2008-03-28,0.939717
2008-03-29,0.940291
2008-03-30,0.940291
2008-03-31,0.9394959999999999
2008-04-01,0.9334450000000001
2008-04-02,0.934099
2008-04-03,0.939364
2008-04-04,0.9387469999999999
2008-04-05,0.938923
2008-04-06,0.938659
2008-04-07,0.941841
2008-04-08,0.937866
2008-04-09,0.939055
2008-04-10,0.9406899999999999
2008-04-11,0.9414870000000001
2008-04-12,0.9423739999999999
2008-04-13,0.9423739999999999
2008-04-14,0.9426399999999999
2008-04-15,0.9500290000000001
2008-04-16,0.9437969999999999
2008-04-17,0.935148
2008-04-18,0.936417
2008-04-19,0.936724
2008-04-20,0.9363299999999999
2008-04-21,0.937163
2008-04-22,0.940203
2008-04-23,0.939408
2008-04-24,0.93932
2008-04-25,0.938262
2008-04-26,0.939099
2008-04-27,0.939099
2008-04-28,0.9388790000000001
2008-04-29,0.93668
2008-04-30,0.9364610000000001
2008-05-01,0.9381299999999999
2008-05-02,0.939629
2008-05-03,0.939276
2008-05-04,0.93932
2008-05-05,0.9376030000000001
2008-05-06,0.93932
2008-05-07,0.945001
2008-05-08,0.9414870000000001
2008-05-09,0.9401149999999999
2008-05-10,0.939541
2008-05-11,0.939585
2008-05-12,0.940999
2008-05-13,0.938659
2008-05-14,0.931966
2008-05-15,0.9303620000000001
2008-05-16,0.931272
2008-05-17,0.931142
2008-05-18,0.931142
2008-05-19,0.933097
2008-05-20,0.9296270000000001
2008-05-21,0.9348850000000001
2008-05-22,0.927515
2008-05-23,0.927687
2008-05-24,0.927773
2008-05-25,0.927773
2008-05-26,0.9260120000000001
2008-05-27,0.927171
2008-05-28,0.930665
2008-05-29,0.9314020000000001
2008-05-30,0.9314020000000001
2008-05-31,0.932401
2008-06-01,0.932401
2008-06-02,0.9327049999999999
2008-06-03,0.930665
2008-06-04,0.931099
2008-06-05,0.930319
2008-06-06,0.9314459999999999
2008-06-07,0.931055
2008-06-08,0.929843
2008-06-09,0.930579
2008-06-10,0.933707
2008-06-11,0.935235
2008-06-12,0.933707
2008-06-13,0.933968
2008-06-14,0.933968
2008-06-15,0.93375
2008-06-16,0.9277299999999999
2008-06-17,0.9341870000000001
2008-06-18,0.935629
2008-06-19,0.9376469999999999
2008-06-20,0.9378219999999999
2008-06-21,0.9290229999999999
2008-06-22,0.919794
2008-06-23,0.915919
2008-06-24,0.9108709999999999
2008-06-25,0.90464
2008-06-26,0.90464
2008-06-27,0.90266
2008-06-28,0.9087200000000001
2008-06-29,0.9087200000000001
2008-06-30,0.903383
2008-07-01,0.8977139999999999
2008-07-02,0.893495
2008-07-03,0.8928969999999999
2008-07-04,0.8928969999999999
2008-07-05,0.886682
2008-07-06,0.8839229999999999
2008-07-07,0.879391
2008-07-08,0.8762709999999999
2008-07-09,0.8765780000000001
2008-07-10,0.8765780000000001
2008-07-11,0.873057
2008-07-12,0.8738969999999999
2008-07-13,0.8721059999999999
2008-07-14,0.8674200000000001
2008-07-15,0.8674200000000001
2008-07-16,0.8674200000000001
2008-07-17,0.87382
2008-07-18,0.88118
2008-07-19,0.88118
2008-07-20,0.8753120000000001
2008-07-21,0.87777
2008-07-22,0.872791
2008-07-23,0.868508
2008-07-24,0.868508
2008-07-25,0.8755799999999999
2008-07-26,0.8730190000000001
2008-07-27,0.879856
2008-07-28,0.8769620000000001
